review_text,sentiment,cluster12,cluster_label,x,y
"Great App with one major flaw. When entering addresses and selecting from the drop down options, the house # disappears and leaves only the street, city, and state without the actual house or business number. This is a huge problem for me.",Negative,7,App stability & updates,11.101539,4.662779
"the application is very nive but cant take the complete use of it because of the premium option , and the amount also is high",Negative,1,Premium / paywall friction,9.958716,3.4184825
"I dont like that it only works with calendar. i dont want a calendar even called ""sleep"" just to keep it on the graph",Negative,10,Calendar integration,16.138754,6.385922
"I love the minimalist style of the app. Nothing crops up to clog space until you need it. And once you need something, then it's intuitively handy. Thanks guys.",Positive,2,General positive,12.0536585,2.8874512
"Useful, easy to use. Beautiful design. Sync between PC and mobile device.",Positive,3,Ease of use,10.20195,6.2396483
Please ADD REMINDER 😭 or show me how to sett,Negative,4,Reminders & notifications,14.018748,7.133077
This is a great planner app. Only thing missing is the ability to rotate into portrait or even rotate 180 degrees.,Positive,8,General task/app praise,16.232195,5.3873925
Doesn't allow you to unsubscribe from premium and the developers don't even respond whether on email or twitter.,Negative,1,Premium / paywall friction,9.636607,3.749981
"It's very simple, and it's interface is so beautiful. Why did I put 2 stars then? Because most of it features are limited to the paid edition, even the important ones.",Negative,3,Ease of use,11.918763,4.401845
"Best free calendar app I've used, syncs with Google and outlook calendars...... ....Edited from 5 to 2 stars...the video ads are too painful. I've already read the default reply to the other reviews complaining about this. I know the fee is low and one time...I promised myself I'd get the paid versions of all the free software I use once I'm not on student income. But I'm not rewarding this painful ad practice by going paid. I will pay for a different calendar.",Negative,10,Calendar integration,16.145327,7.1956987
"Cool app, would be better if it was as functional as the site re: challenges.",Positive,8,General task/app praise,12.956711,3.431135
Not ready for prime time,Negative,3,Ease of use,14.990101,5.645488
Well it works for me. Seem to be keeping up with my habit. Slowly introducing a new habit every 2-4 weeks and building up my habits.,Positive,5,Habit tracking,15.521782,3.5195038
Really liked this app until they started charging for basic functions on a monthly basis...would have been happy with one time charge but not worth $36 a year when there is better for less...,Negative,1,Premium / paywall friction,10.062064,3.4728248
"This is EVERYTHING I've been looking for! The price is reasonable considering the amount I spend on paper journals and supplies, it actually probably saves me... The response from reps is amazing. Sure, there's more room for improvement but you can absolutely see the work they are doing and the ears they have on their customers to continue rolling out new features that we ask for. I can't wait to see how much better it continues to get. I'm in love!",Positive,1,Premium / paywall friction,12.79234,2.5879748
"Says free, its not free. Its a demo for a paid app. Be warned.",Negative,1,Premium / paywall friction,10.15442,2.9971154
I have enough credit but I can't purchase for premium,Neutral,1,Premium / paywall friction,9.542874,3.4558363
"I actually really love this app. I used it to create some serious personal progress. I purchased the full app but when I bought a new phone, it wouldn't let me sign out of my old device and into my new device. I emailed support about it...crickets. Never heard from them. If they can put together a decent support team I would give the app a 5 for sure.",Neutral,7,App stability & updates,9.765602,4.466996
"A straightforward, no-nonsense app with a vibrant community. I've found it very helpful to start to shape my habits. Thanks to the devs!",Positive,8,General task/app praise,14.169182,3.6781254
"This app is practical, beautiful, fun, and easy to use! Highly recommend!",Positive,2,General positive,12.0060005,2.5555296
"Don't lock reminders behind a pay wall, or if you do, make it a 1 time purchase.",Negative,4,Reminders & notifications,13.879623,7.2276497
I love this App. Helps keep me and my 23 color coded Google calenders organized.,Positive,10,Calendar integration,16.284307,6.5048103
can't do anything unless you buy the pro version,Negative,1,Premium / paywall friction,9.021343,4.1900506
"Slow updates, bugs",Negative,9,Sync & login issues,11.220363,4.9398217
"I've previously written a review as well as updated it, which I will continue to do - I believe in this app's potential.  One of the more persistent problems I've faced is with skill point distribution. Sometimes when I go to check the related skills of a repeating task (because I'm not seeing the related skill points on-screen upon completion), I notice that the related skills percentages have been reset. I have to manually change the percentages back which can be pretty time consuming, especially when it keeps happening. I really wish the devs would fix that.  Also, a suggestion: I would love to see time/date for my tasks in the widget and notification windows.",Positive,0,Task management,13.86796,5.3969636
"Very wonderful experience. I had plenty of difficulties trying to manage my time and the experience was totally wonderful and worthwhile, just 1 thing though add something so that on weekends it automatically switches to weekend schedule you guys could do just that . Other than that 10/10 experience",Positive,5,Habit tracking,15.40481,5.308168
"It's pretty good but for me it's missing one feature. Most of my habits are to be done a certain number of times per week so it would be great to have a week view where you can see the ticks and crosses for each habit so far that week, for all habits at the same time (I know you can see them one at a time by clicking ""last 7 days"" but clicking on this for one habit closes this view for another). Then you can get a good overview of how much you have left to do that week.",Positive,5,Habit tracking,15.424572,3.82986
"Seems like it could be very helpful. Getting very frustrated with it always opening on monthly view even though I have weekly view selected in settings. Even tried switching it, but no matter what opens on monthly",Negative,10,Calendar integration,15.562138,6.257486
Notes sign is in ALL notes. All over the internet. YET. Microsoft NOT fixing. WHAT DOES IT TAKE TO FIX THE BUG? IT HAS BEEN A MONTH THAT WE HAVE BEEN REPORTING THIS.,Negative,9,Sync & login issues,11.275956,6.0854387
"I loved this app so much after I downloaded it and used it for about 2 weeks. Because I loved it so much I decided to purchase the pro full version and payed £4.99. However, it was not worth paying at all. I would have rather used the free version with the ads. I will recommend everyone to download the app and use the free version but dont get the £4.99 ad free version because it doesn't really give you anything extra. I would recommend the creator of the app to add more features for payed.",Negative,1,Premium / paywall friction,10.24732,3.4514534
Does not sync. Not worth it to miss meetings. Force synced does not typically refresh. Back to Google Calendar. Sync is a big part of being a calendar app.,Negative,10,Calendar integration,15.490698,7.3248296
Wonderful app I recommend it,Positive,2,General positive,11.66127,2.0538971
Paid for the pro version and itbdoesn't seem to be working properly.  Appointments are not showing and sometimes double books. Contacted support. Took several days to get back to me and was still not helpful. App is glitchy. Will not be renewing the subscription and going back to the old pencil and paper appointment tracking method.  I cannot run my business with a faulty appointment app. Very disappointing.,Negative,1,Premium / paywall friction,15.666459,7.14466
"Not sure yet,still testing it",Neutral,9,Sync & login issues,10.9405775,2.8672974
"A couple months in, the best for me. It has developed a good feature set on a modern platform. Still finding helpful features.",Positive,8,General task/app praise,12.714307,2.578641
Adverts are very annoying and totally irrelevant for me,Positive,6,Ads friction,16.714806,8.718154
Happy with this app. It keeps me organized.,Positive,8,General task/app praise,13.75809,4.057233
The free version is garbage compared to any.do. every other click pops up premium warning and it's annoying as hell,Negative,1,Premium / paywall friction,9.957845,3.0946066
"Dates and times? No such thing here Sure you can colorcode and organize and 
sort your tasks to death, but strangely enough there's no changing when a 
reminder will go off, no setting when a task is due (perhaps if you used 
this for work or a meeting), or not even the ability to set a due date for 
a task. It can be put in the details, but when time is of the essence 
you're better off using a better task app",Negative,0,Task management,14.305013,6.3339744
Well.....i have started today only....so later i will explain it,Negative,3,Ease of use,13.80976,1.3819612
Great way to manage your tasks. Only downside is you set the deadlines and can knowingly chance them at any time,Positive,0,Task management,14.247629,5.6044226
Love this app,Positive,2,General positive,11.369551,2.0955997
Love this app.. But I wish i can add due date for my task.,Positive,8,General task/app praise,14.47433,5.9841266
Would pay for this if there were even more additions and updates. Absolutely love it and wish they would develop it even further,Positive,1,Premium / paywall friction,10.454407,2.8812718
"Great app but the notification ringtone doesn't work, which is really important for me. Hope you add a calendar feature for the week at least.",Negative,4,Reminders & notifications,14.270712,7.4206424
"Paywall for nice features. Overpriced for what it does. $5 for dark mode, get out of here.",Negative,1,Premium / paywall friction,10.90992,3.6525419
Very poor application.... Repeating reminder not working...useless app,Negative,4,Reminders & notifications,13.605288,7.258104
the pomo in the ticktick website doesn't register the pomos: I can't seem to see any pomos from when I'm using the website in the pomo stats section in the app.,Positive,9,Sync & login issues,14.694615,5.342765
I hate the lay out. It's really confusing.,Negative,3,Ease of use,13.090788,0.41699615
Nice app.Do check out. All the best.,Positive,2,General positive,11.806755,2.4173808
Amazing app yo stay focused and relax too😜,Positive,2,General positive,13.717458,3.1155136
Really helped with motivation,Positive,5,Habit tracking,14.48567,2.3599021
"Good apps, help me so much to do my task",Positive,2,General positive,12.10631,2.7028446
Not a fan - liked the idea of diving into main areas and percentage of your day it occupates but what flipped me up was scheduling a reminder - daily. I started getting a morning reminder of the task for the next day schedule for i.e 7pm!!!!! -i mean what about task i have for this day ahead!!! i don't need to be notified 27hrs ahead of my daily rutine - seriously🤮,Negative,5,Habit tracking,14.874853,3.003551
i don't know why the stick notifications not working i have been checked my all settings but i could not find what's the problem..,Neutral,4,Reminders & notifications,12.757542,7.8686037
"I love how simple this is! It's helped me focus on those important things that I want to accomplish. I just wish there was space for more than 5 free habits!!! This means, if you decide to track something else in that space, then you'll lose the data, unless of course you write it down before changing it. This is why it loses a star, in my opinion. It's the best FREE habit tracker I've found! A lot of other apps have free trials, which I don't even bother with.",Positive,5,Habit tracking,15.353038,3.5784664
"I really like all the features in this app, but what I have two problems with this app: Simplicity and Customization. The app lacks simplicity in that it's a bit hard to get started. I create a task, and I'm introduced to Skills, which introduce me to",Positive,8,General task/app praise,12.348559,3.2390828
"Widget Request: please could you add a feature that pushes undone tasks to the top of the widget? Or an option that removes done tasks from the widget.   Good job on the app otheriwise, I'll repurchase if you can add this, love the snooze function.",Negative,11,Widget issues,12.292176,6.4734554
"Es útil para tener todas mis tareas pendientes, además funciona bastante bien.",Positive,3,Ease of use,9.691633,0.2251937
It's too confusing.,Negative,3,Ease of use,13.084673,0.38389006
Can't sync calendar unless you pay which makes the unpaid version useless to me. I'm not going to go through my entire calendar and add my events by hand to a second calendar. Pointless.,Negative,10,Calendar integration,15.618447,7.363555
Not getting notifications on my samsung device. Assignments that are shared do not alert me once the task is completed by the other party.,Neutral,4,Reminders & notifications,12.829673,7.4843607
This app is good but I can't access 5 habit because I need premium to access it 🙅🤷,Neutral,1,Premium / paywall friction,10.028897,3.6900263
Sir i have deleted this app i cant understand how to do so that the reason please reset my google account from any do and donot charge after 7 day trial,Neutral,9,Sync & login issues,9.2692375,4.631565
Disappointed me when asked for money : (,Negative,3,Ease of use,10.0152445,3.9874396
How disappointing that most trees are now exclusive! The version before the update suited most people as I can see. 5 stars going 3,Neutral,7,App stability & updates,8.126973,3.427473
Great app. But if scheduled time more than 2 weeks it make it better.,Positive,8,General task/app praise,14.743647,4.8395915
It is great if u want to keep thngs organized,Positive,5,Habit tracking,14.274862,3.352295
I use this app everyday! It is really helping me stay on track!!,Positive,8,General task/app praise,14.128019,3.6657698
Nice.. quite an appreciable !,Positive,3,Ease of use,12.12079,1.653943
"Great, simple app for managing daily tasks. Keeps your tasks in sync on all devices.",Positive,8,General task/app praise,14.146061,4.6731367
"does not respect privacy, I miss good old days of Wunderlist",Negative,3,Ease of use,12.19625,5.435151
"Most probably its my choice since Wunderlist closing, but why are you guys so persistent in denying email notifications feature?! App really often skip reminders.",Neutral,4,Reminders & notifications,13.421,7.434816
It's just a skin for Google calendar.,Negative,10,Calendar integration,16.431206,6.6814227
I bought the premium version back in 2016. I wanted to start using this again. Its been many days now and I have not heard anything about getting premium back.,Negative,1,Premium / paywall friction,9.488963,3.519169
Sync not working anymore,Negative,9,Sync & login issues,9.874302,6.2565136
One of the worst in the genre,Negative,3,Ease of use,12.723992,0.885444
"LOL greedy app devs. They charge $36 annually or $48 if you select the monthly option. If you get the premium version, it'll allow you to receive push-notifications for a scheduled task. Like, to set a timer / alert for something on your list. Uninstalled. For $40, the app better be making you breakfast in the morning.",Negative,1,Premium / paywall friction,10.060274,3.584283
"I have tried I installing this on two separate Android devices with no luck. I can not add my calendars. I put the widget on the home screen. It says I need to add my calendars and has a button to add them, but nothing happens when I tap the button.",Negative,10,Calendar integration,15.907723,6.6533747
kinda sus that they made almost all of the trees and plants premium.. they really wanted people to go pro so that they can unlock new trees and plants.. this new update is honestly so unmotivating,Negative,1,Premium / paywall friction,8.120446,3.4536831
Used to work so well earlier. Now it doesn't work at all!! Junk!!,Negative,9,Sync & login issues,10.639973,5.411526
great for use,Positive,3,Ease of use,13.416027,1.3575767
I set weekly view in settings and for few days the app worked fine but today i tried to go back to months view and i tried to access settings but when i try to do that the app closes,Negative,9,Sync & login issues,15.496303,6.1665626
"I have a love hate relationship with this app. Hate because sometimes I can't open the app for days on end and customer service just completely ignores you. Love however, because they add amazing features and new fonts/covers regularly. It is a beautiful and functional app. It is indeed beautiful and syncs well between my husband's gmail calendar and artful agenda. I hope the last few bugs get fixed soon.",Positive,7,App stability & updates,11.803559,3.752724
"good application, the free version is very limited since most of the functionality is in the payed version.",Neutral,1,Premium / paywall friction,10.363351,2.885006
This should be default calendar app by now. Give us that option.,Positive,10,Calendar integration,16.080662,6.795528
The main feature does not work - it doesn't remind me about todo with system notification,Negative,4,Reminders & notifications,12.867249,7.0914016
Online sync is no longer working and last update was June 2018 which is more than a year. Is there a reason why I should continue using this app?,Negative,9,Sync & login issues,10.025473,5.988119
"The attracting feature of this app were the variety of trees; this was also an incentive to study more, as that (if you used the app correctly) was the only way to unlock new tree species. You've taken this feature away for most users and kept a few, bland trees, as an obvious tactic to boost purchases, which is annoying. What's even more annoying is the disingenuous replies of ""pirated software"", (09/09/2020 response). Was going to give a 2 or 3 since it's now just an average app, but now a 1",Negative,7,App stability & updates,8.187535,3.4038548
How is it possible to be unable to restore my data?,Negative,9,Sync & login issues,9.430496,5.465431
Its a good app but the app keeps crashing when i allow this app to add to my calendar. After adding it to calendar then yhis app doesnt open. Keeps crashing,Negative,7,App stability & updates,11.1431265,5.4083486
"Getting my work done in a motivational way, with friends in a group! :D",Positive,5,Habit tracking,14.496852,2.6565542
"""THE VERGE"", Says this is the best to-do list app right now! WELL...I guess it is best to settle for less than best voted app. This app is missing essential bells and whistles unless upgrading to premium. One particular major example is the Archived Projects. This is a premium only feature, however as folks may miss-click and not undo, they will never see what tasks were needed to complete unless they have a great memory, but then if they had a great memory why would they need a task list....",Negative,8,General task/app praise,12.994141,5.0782204
Excellent Application! Would've given 5 stars if the following want such a pain. Would like for it to be easier to remove a recurring event however. That seems to be an incredible pain. Otherwise I would recommend this app to everyone who is most comfortable with a realistic planner feel with a futuristic spin on it. Definite thumbs up. 🤗,Positive,8,General task/app praise,16.068224,5.5956106
Still learning to use it,Neutral,3,Ease of use,13.399101,1.1955562
Aeesome concept but very buggy and laggy. Won't register my taps in some places. It skipped my tutorial because it wouldn't register my taps to continue.,Negative,9,Sync & login issues,11.512619,4.4061832
Reminder isnt part of standard app. Needs upgrade,Negative,4,Reminders & notifications,13.48658,7.1519265
"I paid for this app, and it was a wonderful app, easy platform, customisable. BUT, there has been a recent addition of ads. All the time! For an app I have paid for I think this is disgusting. I response to you, no these aren't spam events linked to my phone. I uninstalled this app and used my original paid version of the called app and there are no ads. I was prompted to update to this version a while ago. I thought it was just an ad on from the paid version of business calendar I had.",Negative,6,Ads friction,16.46171,8.23876
Decent app for habit tracking. Unsubscribing from their premium membership is a headache.,Neutral,1,Premium / paywall friction,15.370997,3.5983539
"Works good, I wish I could voice command to add a note",Positive,3,Ease of use,13.670986,5.03997
It is a very fantastic app and it reminds me to do studies and do my homework...,Positive,2,General positive,13.443,3.0332928
"I really like the app. I've even purchased the ad free version to support the developer. However, be advised - if you use the app and need to change your phone or reset it, your data will be lost and you will not have any support. After I factory reset my phone I don't have any of my previous habit data even though it's supposedly synced with my Google account. That's over 2 years of info that I lost. I've sent multiple emails to the developer and have not received any response since.",Negative,7,App stability & updates,9.92965,4.2688103
"Task management is a bit dangerous (can forget to enable a list). Also, can't figure out a way to view a single list without disabling all other lists (which ties into first point).",Neutral,0,Task management,13.135139,5.461914
"My rating is just based on my needs. The app says it has recurring tasks, it does not. It does have recurring reminders for ""on going"" tasks which may be useful in certain applications. The result of which being if you click on a task that you do everyday it puts the next reminder on the list giving the illusion the task was left undone. The exact opposite of what a checklist should do. If you want actual individual repeating tasks or list this is not the app.",Negative,8,General task/app praise,14.104214,5.574334
I only needed a way to make a to do list that I can check off. Tasks to do does this. It has many other features that I have not looked into or needed to use.,Positive,0,Task management,13.428465,5.2348657
The app does not sync with my Google calendar and there is no sync option or refresh option. Meetings etc are not shown and I have to go back to the Google calendar or acalender to make sure I don't miss anything. Events made on my tablet do not show on my phone. Please fix this. It's such a great app if it just worked.,Negative,10,Calendar integration,15.478005,7.418367
"WHY DO I NEED TO CREATE AN ACCOUNT?!  I already downloaded the damn thing, so why does it require an account sign in?  UNINSTALLED.",Negative,9,Sync & login issues,9.71981,4.743065
"Turning your life into a RPG is a great way to stay motivated. If they can provide something like a monthly habit tracker, it would be great",Positive,5,Habit tracking,15.290438,3.5607603
Great and useful,Positive,3,Ease of use,13.681938,1.6880308
"I tried to get back into meditating, and exercise/drinking enough water, etc. but I couldn't fully commit to it all until I downloaded this app again. I'm a perfectionist so I like to keep my habits completion at 100% 😉",Positive,7,App stability & updates,14.754251,3.7397118
"Doesn't work on Moto X Pure. Far too slow to handle it I think. Seemed like a good idea, but I can't access the features to make it workable.",Negative,7,App stability & updates,10.853176,4.5185294
Great tool to boost productivity!!,Positive,5,Habit tracking,13.520031,2.437037
Micro transaction. I wish I could give 0 stars.,Negative,3,Ease of use,11.8972645,4.666528
"I think it helps you stay focused but the app needs work. It has a lot of glitches. Emailed the devs even, but none of there tips have helped.",Neutral,8,General task/app praise,13.778783,3.0362794
Very helpful. I use it every day of my life,Positive,5,Habit tracking,13.441895,1.5897645
"The old navigation was better, especially on desktop. I miss being able to edit directly, now I have to go through more steps.",Negative,9,Sync & login issues,11.470528,3.8018105
Fix the widget bugs please,Neutral,11,Widget issues,11.434277,7.0920453
Pomdoro is bad,Neutral,3,Ease of use,12.841241,0.9257654
"Perderam integração com a Alexa? Ao selecionar a opção no Any.do, sou direcionado para o app Amazon Alexa e lá aparece a mensagem de erro que essa skill não existe mais.",Neutral,3,Ease of use,9.707788,0.23003137
"Good experience, nice concept, sad that it's not completely free for a to-do list, and completely frustrating that it keeps crashing everytime I want to edit my level and changing my avatar. It went brainfarted when it got overwhelmed by a long list of levels starting from 50.",Neutral,0,Task management,13.092939,4.193733
"I personally would like to add to this app, if I had a chance is change how the entires were set up. You had to make up the name. But it would make it better if it had a date and name. To me it feels like something you can do on a piece of paper. Add more cool features that you can't find anywhere else.",Neutral,8,General task/app praise,12.381827,3.849067
Quick Add got fixed. Now the sync is broken.,Negative,9,Sync & login issues,9.8671665,6.2500405
Sucks only does what calender does.  Don't need it.,Negative,10,Calendar integration,16.247887,7.2742343
"Helps me SO much. Like seriously, commit to this, get into a ""party"" (kind of an online group for this rpg), and it may help you like it's helped me! I am really lazy so the progress I'm making is miraculous. It really kind of.. forces you to do what you need to do and it's my favorite mobile game there is. Hats off to the developers and anyone else involved!",Positive,5,Habit tracking,13.928649,3.348122
"Great app, most of the features with reasonable limitations are available in the free plan already. Pomo sometimes doesn't work though, the timer just gets stuck at 25:00 after it starts",Positive,8,General task/app praise,14.468891,5.0694513
The main aim of the app is to maintain focus while we are doing any work and hence it should provide app locks during our work but that app provide these feature to only paid members which is not bad but I think you should provide some main feature to free members also which will satisfy our wish of focusing. you can provide some additional features to paid members but to lock app is just main aspect you should provide it for alll,Negative,1,Premium / paywall friction,10.103243,3.1857424
Feel like can add calender,Negative,10,Calendar integration,16.308836,6.982596
Widget sering tidak muncul kegiatan hari ini dan harus tutup buka baru muncul,Negative,3,Ease of use,10.479438,0.82292783
"**UPDATE**. I uninstalled this app. It now causes my phone to crash when I reboot-which is everyday. *******I downloaded this app because the other app I was using wouldn't always notify me. Also, they recently decided to change from an analog clock face to having to scroll (similar to a digital clock) to set the due time. I tested this app before I started copying all my tasks, but I came across a problem. When creating a repeat, there is no way to set it to do a certain day of the month (ie: the 3rd Saturday of the month, or the Last Sunday of the month). This is a big issue for me because I have certain things I want to do, but it's not always on the same date of the month. Hopefully, this can be added/changed soon.",Negative,10,Calendar integration,14.681238,6.5555205
"It's not working unfortunately. At first it was reflecting then when I added more items, it's no longer working. It just keeps adding the data in the calendar but no graph is being created",Negative,10,Calendar integration,15.631618,7.4034605
Liked it... But would have been better if it had more of a game like feel. I mean... If we did not use for like 40 min. May be there could be a bird. If we did not use it for another 40 min. May be she could lay an egg.. In another 40 min.. That egg may hatch... Like that.. It's just an example.,Positive,3,Ease of use,12.727978,1.4992187
"No free trial, cant even try it, JUNK. then they spam you forever",Negative,1,Premium / paywall friction,10.105587,2.9057446
Very easy to use and really clear. The only thing I miss in this app is seeing the completed tasks. Besides that it's been a great app that helped my productivity.,Positive,8,General task/app praise,12.64092,3.0638409
An awesome app! I strongly recommend you to install it and use! It has banch of advantages including pin!,Positive,2,General positive,12.014352,2.6548746
"DL'd to try this app out, but could not get past the initial setup. Buttons missing labels or information, lethargic loading issues, and the graphics are really sub par for what other games host currently. Even the initial avatar appearance has most things locked behind a pay wall, and keeps putting me in a wheelchair! The idea behind the app has a lot of potential, and would be a joy to see if they can make it better and working properly. Will have to wait and see. As is? Not functional.",Negative,7,App stability & updates,12.117245,3.9978118
It's a Great App,Positive,2,General positive,11.79193,2.1970735
Its okay so far but im not sure on how to find the focusing tree part in order for me to stay focused just wondering how you do it other than that not too bad of an app,Neutral,2,General positive,13.691383,2.9898767
Helpful and useful application. It is a pity too much options are in the paid version,Positive,1,Premium / paywall friction,10.534199,2.9429457
"Beutiful and easy to use once you get used to it however I wished creating 
an event was a bit more simple and quick. Update: no longer syncs to my 
calender and the dates are all messed up....too bad I loved it",Negative,10,Calendar integration,16.151564,6.68318
I like it true,Neutral,3,Ease of use,12.502982,0.5207929
"Not a bad calendar, but the try constantly to make you go pro by blasting adds in your face like Facebook.",Neutral,10,Calendar integration,16.470718,7.299697
"Trying to instill better habits in my life. This app has been such a big help, very methodogic and gives me daily reminders to log before I go to bed.",Positive,8,General task/app praise,15.112895,3.925569
Nice app for remainders,Negative,2,General positive,11.906364,2.312629
"This app is good but the problem is reminders do not pop on the set date & time, which destroys the purpose. Most of the time it doesn't pop at all. So is the case with Repeat. Apart from Repeating daily, monthly & yearly, it would be appreciated if we had repeats for particular dates in a month/year. As not all tasks repeat in a fixed interval.",Negative,4,Reminders & notifications,14.343552,6.460451
Don't offer to send notifications if you won't actually do it. That was the whole reason why I thought this would help me and it didn't. Will be uninstalling.,Negative,4,Reminders & notifications,12.89011,7.314513
Widget wouldn't update. Please fix. That's the only flaw i guess,Positive,11,Widget issues,11.433703,7.0247283
"Eu amo este aplicativo e uso sincronizado com o meu google calendar. Porem de um tempo para cá, mesmo com a configuraçao para manter no google calendar as tarefas ja executadas no todolist, o evento do google calendar some. Podem verificar? Era muito importante pra mim que os eventos continuassem no google calendar. Minha versao nao é premium e estava pensando em comprar. Estou com medo de comprar e continuar assim. Obrigada!",Neutral,10,Calendar integration,16.353907,7.082851
"Does not refresh on Samsung phones. I have done every troubleshooting step and more, to no avail.",Negative,9,Sync & login issues,11.041544,6.1636095
"I love this app because I could set the widget transparency bg so It would appear neater as a whole with the phone wallpaper, but when I press a task complete, the list that I made then all gone on the widget saying I have no task today, I experience this on daily basis and in the end have to open the app to make edit on task and etc hope this bug could be fixed soon.",Neutral,11,Widget issues,12.118019,6.4504285
Good but a little overwhelming.,Positive,3,Ease of use,12.698507,0.90413076
What is 599 error??? It just stop me using this app!! Hate that!,Negative,7,App stability & updates,10.86634,4.4674044
Beautiful app. So thankful that it's free. Helps me so much with managing both school and life tasks.,Positive,8,General task/app praise,13.963982,4.0439854
"Some reminders get missed and I don't know why, mostly those that must repeat.",Negative,4,Reminders & notifications,13.756195,7.3253436
"I think this is just irritating... Because I just planned my whole day and kept reminders, not even a single reminder came through the whole 24 hours.....",Negative,4,Reminders & notifications,13.723914,7.2930865
Pathetic update!! This is totally unfair! I am gonna uninstall this app immediately.,Negative,7,App stability & updates,10.721313,4.0989375
It's simple with a clean interface. Does the job.,Positive,3,Ease of use,12.579003,2.8066175
Why my phone can't download this app?,Negative,9,Sync & login issues,10.524912,4.9953547
I downloaded this app because I thought that the game concept for to-do lists would be really cool. Opened the app just after downloading and tried to register an account and it wouldn't let me log in. Waited another hour and it still wasn't working. Call me impatient but I just couldn't use an app that refused to work.,Negative,7,App stability & updates,10.134758,4.703847
"Not competent at scheduling. Recurring tasks are automatically ""completed"" if not checked by the scheduled time. There is no way to know if you missed it. The interface is pleasant though.",Negative,0,Task management,14.116954,5.990267
Awesome! Syncs could be faster though. Habits take too much time to sync and some completed tasks on the laptop sync very late sending a barrage of unnecessary notifications on the phone or vise versa. Amazing response time of support and dev teams,Positive,8,General task/app praise,10.243233,6.137812
After messing around with todoist and wunderlist I found their free versions lacking. Tick-Tick has enough unlocked to make a long term trial viable. If I am still using it in 3 months time I will upgrade. EDIT;6 weeks on and using paid for version and very useful with chrome app on Computers syncing perfectly. Update - still my main reminders tool.,Positive,4,Reminders & notifications,13.425264,6.6801476
Can't edit the time of a scheduled task and no sound/alarm notifications for the tasks. Edit- sound issue resolved. But still having issues with editing tasks. Not a very user friendly interface.,Neutral,4,Reminders & notifications,12.917016,6.5533156
"Interesting concept! Still getting used to the functionality, but this app is an effective way to gamify your to-do and task lists. Before Do it Now -RPG, I had a list of chores; Now I have a quest-list, instead. Time to go unlock some achievements!",Positive,8,General task/app praise,13.893443,4.197029
"guys please assist me on notification, no notification on my one plus 6. ive paid premium , problem still persist even there's no battery saver nor notification blocker turned on. please advise. . thanks",Neutral,4,Reminders & notifications,12.669435,7.7998543
It is awesome super helped me But I have a suggestion you can improve your chat session and to invite members to party you can make so we can explore users and invite them,Positive,3,Ease of use,10.685401,4.5095243
"The newest version is great, love the new boards feature",Positive,3,Ease of use,11.450984,3.7092948
"Nice to track challenges, it gives it's own incentive to keep those day trains going.",Positive,5,Habit tracking,14.527439,3.094441
"Very intuitive, smooth, beneficial, efficient, and hassle free.",Positive,3,Ease of use,13.667073,1.4716369
Helps me to stay organized during nursing school better than anything else I have tried.,Positive,5,Habit tracking,14.334324,3.1947598
No at all free. Should be in payed app section.,Negative,1,Premium / paywall friction,10.02862,3.0667186
"2 bad , not as expected, no sound alarm :(",Negative,4,Reminders & notifications,13.427309,8.12937
Great app..but one suggestion..if you could add the feature of marking whether or not we followed a particular activity in the routine..that would be great.Like if I've planned to study..I can mark whether or not I actually studied.and then it could show the statistics of how much I stuck with my routine.please consider it.also you could add a goal tracker..Love your app.,Positive,8,General task/app praise,14.740928,3.6969388
Loved it.. easy tracking.. detailed statistics.. Thank you for this ..,Positive,3,Ease of use,15.246143,4.0715337
"It s a nice app. Keeps you focused. But i have a suggestion: It would be nice to make the forest ground different like with snow, with rain, etc. And as well it would be cool to be able to rearrange the trees how you like them to be. Please try making this happen ^^",Positive,7,App stability & updates,8.1221285,3.2700412
google calander doesnt synchronise.,Negative,9,Sync & login issues,10.103031,6.402943
"I've been using your app for awhile now & love it, but for the 1st time today everything I did since last night is not there & I do a lot of personal & work things. Can you please help me with this problem?",Positive,9,Sync & login issues,11.572132,5.51842
"I have a built in calendar in my phone which i use for personal use. Then i downloaded this app which i wanna use for business purposes. But whenever i add an event, it will linked to my personal calendar. How can I separate the event, only in my business calendar? I dont wanna mix all together",Positive,10,Calendar integration,16.036394,7.035201
Great App. Changing my Life,Positive,2,General positive,13.008759,3.3001885
Problem with the notification. Can't complete task from notification. Keep showing till I mark task as finished that too by opening the app.,Neutral,4,Reminders & notifications,12.514388,7.343438
Awesome app. I am enjoying its simplicity and effectiveness.,Positive,2,General positive,11.816091,2.5959992
Too complicated and not well organized,Negative,3,Ease of use,13.437626,0.7107249
"I used a Franklin Planner, this is a great alternative to going the digital route. This is used daily for me in taking notes troughout the day and setting up tasks that need completed.",Positive,5,Habit tracking,16.304804,5.364374
"Changes in app function have resulted in consistent missed tasks and ""support"" provides condescending replies regarding the issue.",Negative,0,Task management,12.1813345,6.2970185
No dark mode for widget,Negative,11,Widget issues,10.964999,3.8161702
Integrates Google Tasks in calendar,Positive,10,Calendar integration,15.369593,6.7853947
"Works as described, but not very intuitive. There's plenty of choices for storing and organizing tasks and I'm still trying to decide which options work best for me.",Positive,0,Task management,14.318835,3.5312655
